序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2115,688351,微电生理,19.95,1.37,0.27,24959.0,49262062.0,2.95,20.09,19.51,19.7,19.68,0.65,2.0,180.3,5.39,9388470000.0,2490954626.0,-0.05,0.2,10.28,4.78
2116,688084,晶品特装,59.86,1.37,0.81,5039.0,30248606.0,5.91,61.37,57.88,57.88,59.05,1.2,1.37,-316.66,2.91,4528951691.0,2205796105.0,-0.02,0.25,14.48,6.32
2117,002160,常铝股份,3.7,1.37,0.05,88236.0,32644714.0,3.01,3.73,3.62,3.66,3.65,1.37,1.11,58.81,1.04,3821290318.0,2936062103.0,0.0,0.27,-2.89,-0.54
2118,300067,安诺其,5.19,1.37,0.07,202315.0,104330432.56,3.32,5.22,5.05,5.1,5.12,0.69,2.16,-158.67,2.36,5991204039.0,4865540304.0,0.19,0.0,5.92,-15.88
2119,688710,益诺思,31.86,1.37,0.43,5320.0,17008069.0,3.37,32.45,31.39,31.4,31.43,0.95,1.89,30.39,1.88,4491610534.0,898322139.0,0.09,0.06,-6.35,-10.28
2120,600841,动力新科,5.19,1.37,0.07,54692.0,28303896.0,3.13,5.23,5.07,5.14,5.12,0.83,0.52,-8.57,2.18,7202795059.0,5413297072.0,0.19,0.0,13.32,2.37
2121,688698,伟创电气,48.84,1.37,0.66,27903.0,134525171.0,5.19,49.25,46.75,47.65,48.18,1.39,1.32,45.55,4.79,10323568382.0,10323568382.0,-0.12,0.12,-8.61,11.0
2122,605169,洪通燃气,9.61,1.37,0.13,28520.0,27440531.0,2.85,9.8,9.53,9.8,9.48,2.69,1.01,30.16,1.4,2718476800.0,2718476800.0,0.1,0.1,-3.03,-5.51
2123,002190,成飞集成,16.38,1.36,0.22,24637.0,40150349.88,2.1,16.41,16.07,16.2,16.16,1.23,0.69,3033.54,1.73,5875986638.0,5875986638.0,-0.12,0.24,-3.87,-15.31
2124,300592,华凯易佰,11.17,1.36,0.15,43352.0,48359731.0,3.45,11.33,10.95,11.08,11.02,0.49,1.25,-74.9,1.92,4522128357.0,3872601178.0,0.0,0.0,-22.65,-21.78
2125,002167,东方锆业,8.96,1.36,0.12,167726.0,149458742.81,2.83,8.99,8.74,8.77,8.84,0.72,2.21,92.06,4.01,6941072768.0,6789743296.0,0.11,0.34,21.24,22.07
2126,002843,泰嘉股份,24.58,1.36,0.33,123338.0,303814637.0,4.54,25.0,23.9,24.17,24.25,1.04,4.92,104.31,4.47,6246062194.0,6164481174.0,-0.12,0.0,-1.44,15.29
2127,688521,芯原股份,91.63,1.36,1.23,36548.0,331747723.0,3.47,92.17,89.03,90.07,90.4,0.89,0.73,-52.07,23.88,45893144996.0,45722389376.0,-0.05,-0.19,74.97,74.77
2128,300217,东方电热,4.47,1.36,0.06,217476.0,97115656.0,4.76,4.54,4.33,4.4,4.41,1.06,1.77,36.8,1.59,6606556922.0,5484473259.0,0.22,0.22,0.68,-0.89
2129,688326,经纬恒润-W,78.89,1.36,1.06,3240.0,25448452.0,2.81,79.2,77.01,77.45,77.83,0.74,0.36,-19.72,2.44,9464225030.0,7103269879.0,-0.14,-0.14,-7.3,-6.2
2130,301053,远信工业,24.52,1.36,0.33,6997.0,17110276.0,3.97,24.8,23.84,24.19,24.19,0.91,0.92,40.58,3.07,2020837280.0,1855986524.0,-0.12,0.16,16.48,25.68
2131,300910,瑞丰新材,61.03,1.36,0.82,25425.0,153812668.0,3.77,61.37,59.1,60.18,60.21,0.99,1.24,22.84,5.01,17807939733.0,12466411836.0,-0.05,0.08,26.7,28.24
2132,605299,舒华体育,8.21,1.36,0.11,18432.0,15040753.0,2.84,8.24,8.01,8.06,8.1,0.9,0.45,108.63,2.8,3379477776.0,3373730776.0,0.0,0.0,-0.36,4.06
2133,688569,铁科轨道,21.74,1.35,0.29,4178.0,9051580.0,1.59,21.75,21.41,21.75,21.45,0.76,0.2,21.37,1.61,4579894058.0,4579894058.0,0.0,0.0,7.36,2.4
2134,603577,汇金通,8.28,1.35,0.11,30329.0,25089690.0,2.57,8.33,8.12,8.12,8.17,1.33,0.89,18.15,1.49,2808071748.0,2808071748.0,0.0,0.0,-1.31,3.63
2135,000007,全新好,6.78,1.35,0.09,91277.0,62120978.0,3.89,6.92,6.66,6.75,6.69,0.87,2.63,41.63,13.1,2348917738.0,2348917738.0,0.15,0.3,-1.74,-3.56
2136,605005,合兴股份,15.76,1.35,0.21,4323.0,6780245.0,2.51,15.8,15.41,15.55,15.55,0.63,0.11,30.38,3.15,6319760000.0,6319760000.0,-0.19,-0.06,-0.88,-3.31
2137,688680,海优新材,35.33,1.35,0.47,6192.0,21950636.0,3.93,35.87,34.5,34.5,34.86,1.0,0.74,-12.92,2.16,2968438082.0,2968438082.0,0.08,-0.11,15.08,4.59
2138,300278,华昌达,5.26,1.35,0.07,109153.0,57262388.0,2.7,5.3,5.16,5.22,5.19,0.89,0.77,502.76,4.15,7477124232.0,7453762847.0,0.19,0.19,-11.45,-10.09
2139,300951,博硕科技,27.69,1.35,0.37,5584.0,15405874.8,2.71,27.8,27.06,27.31,27.32,0.75,0.37,22.45,1.98,4692742592.0,4184070646.0,0.11,0.18,-5.49,-7.3
2140,300687,赛意信息,31.64,1.35,0.42,221170.0,694362083.7,3.94,31.99,30.76,31.25,31.22,1.55,6.68,132.32,4.68,12978191670.0,10468343260.0,-0.06,-0.06,62.67,73.85
2141,830809,安达科技,5.27,1.35,0.07,27398.0,14353326.09,4.04,5.31,5.1,5.18,5.2,1.07,0.85,-12.23,1.81,3164373666.0,1689471029.0,0.38,0.57,4.77,5.82
2142,835179,凯德石英,33.8,1.35,0.45,12874.0,43490503.63,1.98,34.21,33.55,33.55,33.35,0.48,2.17,77.04,3.47,2535000000.0,2003014026.0,0.15,0.33,22.33,32.86
2143,603444,吉比特,236.36,1.35,3.15,8052.0,189981512.0,2.53,237.89,232.0,232.56,233.21,1.23,1.12,15.03,3.29,17027634632.0,17027634632.0,0.19,0.04,14.23,8.01
2144,688196,卓越新能,41.2,1.35,0.55,4656.0,19143433.0,3.2,41.78,40.48,41.05,40.65,0.72,0.39,20.16,1.73,4944000000.0,4944000000.0,0.27,0.27,14.44,22.66
2145,600189,泉阳泉,6.76,1.35,0.09,38062.0,25589615.0,1.95,6.76,6.63,6.65,6.67,1.08,0.53,236.57,3.97,4834737209.0,4834737209.0,0.15,0.3,-2.31,-6.24
2146,688088,虹软科技,44.39,1.35,0.59,39068.0,173750130.0,3.7,45.0,43.38,43.7,43.8,1.47,0.97,89.64,6.44,17807954056.0,17807954056.0,0.11,0.2,-12.1,15.12
2147,688308,欧科亿,16.57,1.35,0.22,8987.0,14815050.0,3.43,16.77,16.21,16.35,16.35,1.68,0.57,85.83,1.03,2631012902.0,2631012902.0,-0.12,0.0,-2.99,-8.2
2148,000159,国际实业,5.24,1.35,0.07,95682.0,50286005.0,4.26,5.34,5.12,5.19,5.17,2.03,1.99,73.11,1.24,2518794603.0,2518725828.0,0.0,0.0,-1.13,-12.67
2149,603929,亚翔集成,28.63,1.35,0.38,15231.0,43593436.0,2.62,28.91,28.17,28.2,28.25,0.78,0.71,18.63,3.19,6108496800.0,6108496800.0,0.14,0.21,-3.99,3.25
2150,301587,中瑞股份,20.45,1.34,0.27,6869.0,14000369.0,2.53,20.55,20.04,20.17,20.18,1.29,0.94,100.13,1.48,3012858418.0,1502114668.0,0.0,0.2,-10.03,-12.98
2151,688653,康希通信,11.34,1.34,0.15,18133.0,20486496.0,2.95,11.42,11.09,11.19,11.19,0.99,0.58,-67.39,3.18,4813603200.0,3521233205.0,-0.09,0.09,-6.74,-10.71
2152,688398,赛特新材,14.35,1.34,0.19,5562.0,7937179.0,2.12,14.4,14.1,14.22,14.16,0.57,0.33,61.69,2.34,2408129350.0,2408129350.0,0.07,0.0,-2.71,6.45
2153,300933,中辰股份,6.82,1.34,0.09,66250.0,44969971.0,3.12,6.86,6.65,6.7,6.73,1.11,1.41,53.73,2.01,3203079529.0,3203079529.0,0.15,0.15,0.59,-18.42
2154,300807,天迈科技,36.4,1.34,0.48,8895.0,32271491.0,2.59,36.55,35.62,35.8,35.92,1.05,1.81,-689.79,5.11,2476640967.0,1785534369.0,0.41,0.47,8.59,20.09
2155,301179,泽宇智能,15.88,1.34,0.21,11483.0,18186935.8,2.49,15.95,15.56,15.67,15.67,0.7,1.34,109.92,2.2,5327468468.0,1365726068.0,0.06,0.13,-8.94,-14.94
2156,600557,康缘药业,12.82,1.34,0.17,33657.0,42836190.0,2.06,12.84,12.58,12.68,12.65,0.86,0.59,18.63,1.62,7300465739.0,7258155893.0,0.16,0.23,-2.29,-5.87
2157,002796,世嘉科技,10.63,1.33,0.14,40192.0,42587598.0,3.62,10.73,10.35,10.4,10.49,0.47,1.77,-35.69,3.05,2683298457.0,2408189114.0,-0.09,-0.09,-8.6,-5.26
2158,600616,金枫酒业,5.33,1.33,0.07,111518.0,58629607.0,3.99,5.34,5.13,5.2,5.26,1.34,1.67,313.85,1.81,3565796384.0,3565796384.0,0.0,0.0,1.72,-6.49
2159,002121,科陆电子,4.57,1.33,0.06,174201.0,79847651.5,2.22,4.62,4.52,4.54,4.51,1.42,1.24,28.13,13.3,7589932264.0,6397645386.0,-0.22,-0.22,13.12,5.06
2160,300270,中威电子,6.86,1.33,0.09,45759.0,31151216.0,3.84,6.9,6.64,6.66,6.77,1.57,1.78,-37.58,3.5,2077249352.0,1761016180.0,0.15,0.15,-4.32,-4.06
2161,002090,金智科技,9.11,1.33,0.12,37669.0,34244730.0,2.67,9.17,8.93,8.93,8.99,0.86,0.95,50.5,2.43,3649257117.0,3607719534.0,-0.11,0.0,3.52,2.59
2162,688609,九联科技,9.13,1.33,0.12,36973.0,33612457.0,2.89,9.18,8.92,9.01,9.01,0.87,0.74,-20.2,5.23,4565000000.0,4565000000.0,-0.11,-0.11,-10.14,-13.87
2163,300396,迪瑞医疗,12.92,1.33,0.17,16351.0,21055883.0,1.96,12.96,12.71,12.78,12.75,0.99,0.6,56.18,1.7,3523286080.0,3520079026.0,0.08,0.08,-12.47,-20.93
2164,002606,大连电瓷,8.37,1.33,0.11,48252.0,40306758.0,2.3,8.42,8.23,8.3,8.26,0.77,1.15,45.43,2.12,3675042851.0,3524959000.0,0.12,0.24,-13.89,-9.22
2165,002981,朝阳科技,22.04,1.33,0.29,26674.0,58679468.0,4.55,22.27,21.28,21.74,21.75,0.83,2.23,26.4,2.89,2980978655.0,2632155983.0,0.05,0.09,-4.34,-5.49
2166,833914,远航精密,19.04,1.33,0.25,9329.0,17766719.36,3.51,19.26,18.6,18.6,18.79,0.38,0.93,29.09,2.05,1904000000.0,1904000000.0,0.0,0.21,23.32,18.85
2167,300800,力合科技,9.99,1.32,0.13,22907.0,22841329.0,3.75,10.1,9.73,9.9,9.86,0.85,0.98,50.75,1.16,2365222410.0,2341471185.0,0.0,0.0,-3.76,-4.22
2168,000859,国风新材,6.16,1.32,0.08,280472.0,171342813.9,4.11,6.2,5.95,6.06,6.08,0.4,3.13,-79.16,1.98,5519213829.0,5518460769.0,0.0,0.16,22.47,21.74
2169,300848,美瑞新材,16.95,1.32,0.22,10813.0,18304451.0,2.09,17.05,16.7,16.7,16.73,0.61,0.45,99.97,4.73,7252695278.0,4058231512.0,0.0,0.0,0.89,4.31
2170,603050,科林电气,14.57,1.32,0.19,4948.0,7186692.0,2.02,14.6,14.31,14.34,14.38,0.62,0.12,33.04,3.65,5876360642.0,5876360642.0,-0.07,0.07,2.25,5.5
2171,600259,广晟有色,36.17,1.32,0.47,56914.0,204212961.0,4.15,36.58,35.1,35.44,35.7,1.64,1.69,-40.77,3.62,12168886865.0,12168886865.0,0.14,0.58,23.87,30.06
2172,300160,秀强股份,5.39,1.32,0.07,47233.0,25313362.0,2.44,5.4,5.27,5.33,5.32,0.97,0.62,12.38,1.6,4166180514.0,4109117797.0,0.0,0.0,0.94,-0.92
2173,301085,亚康股份,56.0,1.32,0.73,16359.0,92011907.0,3.64,56.88,54.87,55.01,55.27,1.4,2.78,70.97,4.43,4859437800.0,3299057552.0,-0.04,0.0,-18.19,-18.33
2174,300446,航天智造,16.89,1.32,0.22,73929.0,124457925.0,2.82,17.0,16.53,16.61,16.67,0.85,2.37,19.19,2.63,14278976775.0,5261850083.0,-0.06,-0.12,-1.4,2.3
2175,300884,狄耐克,10.05,1.31,0.13,30669.0,30494720.8,4.33,10.11,9.68,9.68,9.92,1.56,1.6,-235.3,2.02,2551321341.0,1923669354.0,0.1,0.2,-4.47,-10.11
2176,002032,苏 泊 尔,55.89,1.31,0.72,6567.0,36498908.26,1.38,55.92,55.16,55.18,55.17,0.89,0.08,22.54,6.47,44787995477.0,44734202079.0,-0.05,0.0,6.46,5.04
2177,300461,田中精机,18.5,1.31,0.24,12125.0,22370123.0,3.45,18.65,18.02,18.2,18.26,0.84,1.06,-89.56,5.59,2881221302.0,2109162153.0,0.05,0.16,1.37,-0.86
2178,002242,九阳股份,9.3,1.31,0.12,19705.0,18246626.0,1.63,9.31,9.16,9.17,9.18,1.08,0.26,58.3,2.05,7133258100.0,7121063010.0,0.11,0.0,-5.01,-10.23
2179,603309,维力医疗,11.6,1.31,0.15,14880.0,17212795.0,1.66,11.62,11.43,11.49,11.45,0.7,0.51,14.41,1.75,3397269009.0,3385708449.0,0.17,0.17,0.17,-3.17
2180,301185,鸥玛软件,17.82,1.31,0.23,15805.0,27979129.0,2.56,17.83,17.38,17.45,17.59,0.75,1.13,70.08,2.53,2733901632.0,2490891415.0,0.17,0.22,0.91,4.33
2181,300231,银信科技,10.8,1.31,0.14,69209.0,74328724.8,3.19,10.84,10.5,10.61,10.66,0.73,1.56,54.27,2.96,4798100048.0,4797853646.0,-0.09,-0.09,-7.06,-13.32
2182,688005,容百科技,21.6,1.31,0.28,52007.0,112152332.0,2.49,21.76,21.23,21.25,21.32,0.96,1.12,52.17,1.83,15438070152.0,10045736770.0,0.0,0.09,0.61,2.03
2183,600764,中国海防,27.89,1.31,0.36,23367.0,64854043.0,2.4,28.0,27.34,27.5,27.53,0.94,0.33,99.72,2.46,19819453576.0,19819453576.0,0.07,0.07,6.74,-1.52
2184,002552,宝鼎科技,13.18,1.31,0.17,26748.0,35041777.0,2.23,13.2,12.91,13.09,13.01,0.48,0.84,74.93,3.1,5384584074.0,4220681431.0,-0.15,0.0,-17.93,0.46
2185,605398,新炬网络,28.67,1.31,0.37,16309.0,46491984.0,3.25,28.77,27.85,28.1,28.3,0.84,1.0,213.56,4.54,4665078586.0,4665078586.0,-0.03,0.0,12.96,32.0
2186,301221,光庭信息,47.11,1.31,0.61,9919.0,46626083.0,2.41,47.29,46.17,46.67,46.5,0.82,2.27,45.39,2.2,4363436553.0,2056300857.0,-0.08,0.0,1.77,-3.03
2187,002054,德美化工,6.22,1.3,0.08,141120.0,87632687.62,4.56,6.32,6.04,6.08,6.14,0.83,3.67,49.17,1.24,2998758111.0,2390816661.0,-0.16,-0.32,4.36,7.06
2188,000972,*ST中基,3.12,1.3,0.04,32140.0,9956280.37,2.6,3.13,3.05,3.07,3.08,1.21,0.42,-82.91,-69.5,2406404766.0,2406404766.0,0.0,0.32,3.65,11.43
2189,002859,洁美科技,17.89,1.3,0.23,25267.0,44698595.34,4.25,18.09,17.34,17.66,17.66,1.48,0.62,57.14,2.68,7709029044.0,7255933254.0,0.0,0.0,-7.16,-13.78
2190,688097,博众精工,24.85,1.3,0.32,28664.0,71377798.0,3.67,25.15,24.25,24.25,24.53,0.88,0.65,-89.57,2.51,11099196960.0,11024044348.0,0.04,0.28,-11.09,-5.33
2191,688577,浙海德曼,56.86,1.3,0.73,4031.0,22815169.0,2.94,57.16,55.51,56.34,56.13,0.69,0.51,532.17,4.45,4519546724.0,4519546724.0,0.46,0.46,19.58,45.13
2192,000915,华特达因,30.46,1.3,0.39,22757.0,68927576.48,2.0,30.53,29.93,30.09,30.07,0.81,0.97,9.79,2.31,7137737033.0,7133696514.0,-0.03,-0.03,6.99,8.09
2193,601113,华鼎股份,3.9,1.3,0.05,59787.0,23258657.0,1.82,3.92,3.85,3.87,3.85,0.8,0.54,11.39,1.11,4306193681.0,4306193681.0,0.26,0.26,-4.88,0.0
2194,601038,一拖股份,13.2,1.3,0.17,24560.0,32167048.0,1.53,13.21,13.01,13.03,13.03,1.19,0.34,7.0,1.9,14832117630.0,9658509630.0,0.46,0.53,-6.58,-10.69
2195,603189,网达软件,17.98,1.3,0.23,75619.0,135361236.0,4.23,18.16,17.41,17.51,17.75,1.71,2.81,402.74,3.15,4846479315.0,4846479315.0,-0.11,0.11,17.44,21.57
2196,600105,永鼎股份,6.3,1.29,0.08,557440.0,350890046.0,2.89,6.39,6.21,6.21,6.22,0.66,3.81,7.95,2.73,9210567253.0,9210567253.0,-0.16,0.0,22.57,27.02
2197,300977,深圳瑞捷,15.75,1.29,0.2,8505.0,13405011.0,2.38,15.88,15.51,15.56,15.55,0.75,0.9,140.54,1.76,2397570950.0,1492024023.0,0.0,0.06,-6.91,-14.54
2198,603739,蔚蓝生物,12.6,1.29,0.16,39442.0,49527248.0,2.17,12.65,12.38,12.49,12.44,0.83,1.56,83.23,1.82,3188163712.0,3188163712.0,0.08,0.0,6.6,5.09
2199,301285,鸿日达,29.05,1.29,0.37,9595.0,27795036.0,2.93,29.26,28.42,28.74,28.68,0.55,1.22,-123.32,5.9,6003763500.0,2286519922.0,0.1,0.17,-2.19,1.29
2200,300696,爱乐达,17.26,1.29,0.22,59302.0,102430409.0,2.76,17.47,17.0,17.01,17.04,0.49,3.52,400.59,2.75,5059820487.0,2911854773.0,0.0,0.0,20.19,11.14
2201,688489,三未信安,32.14,1.29,0.41,2986.0,9534086.0,2.74,32.25,31.38,31.39,31.73,0.59,0.59,-27.11,2.03,3688658819.0,1624129720.0,0.0,0.0,-4.26,-6.84
2202,002524,光正眼科,3.93,1.29,0.05,101854.0,39764664.54,3.35,3.96,3.83,3.89,3.88,1.22,2.0,887.82,17.86,2037575601.0,1997616736.0,0.26,0.26,11.65,7.97
2203,688696,极米科技,128.26,1.29,1.63,2500.0,31950210.0,2.28,128.89,126.0,126.63,126.63,0.55,0.36,74.73,3.05,8978200000.0,8978200000.0,0.32,0.38,12.32,30.85
2204,688556,高测股份,8.64,1.29,0.11,47984.0,41555083.0,3.17,8.75,8.48,8.54,8.53,1.57,0.88,-15.93,1.36,4724084212.0,4724084212.0,-0.12,-0.12,-20.52,-22.72
2205,301361,众智科技,29.88,1.29,0.38,14808.0,44552041.0,3.39,30.42,29.42,29.42,29.5,1.49,5.09,45.64,2.98,3476119680.0,869029920.0,-0.07,0.03,4.11,0.91
2206,301215,中汽股份,5.51,1.29,0.07,46268.0,25397937.0,2.94,5.55,5.39,5.41,5.44,0.75,0.35,62.87,2.53,7286424000.0,7286424000.0,0.18,0.55,-3.67,-7.39
2207,601999,出版传媒,6.27,1.29,0.08,54741.0,34162402.0,3.23,6.31,6.11,6.15,6.19,1.74,0.99,123.96,1.32,3454235169.0,3454235169.0,-0.16,-0.48,-2.79,0.0
2208,300177,中海达,9.43,1.29,0.12,77914.0,73101615.0,3.44,9.48,9.16,9.34,9.31,0.78,1.29,-71.05,4.59,7017514292.0,5717439657.0,0.0,0.21,-10.1,-13.57
2209,300981,中红医疗,11.82,1.29,0.15,17337.0,20435562.98,2.57,11.89,11.59,11.66,11.67,0.66,0.49,60.91,0.84,4609892196.0,4224847127.0,0.08,0.08,-0.76,-8.09
2210,301041,金百泽,21.93,1.29,0.28,12610.0,27431479.0,2.96,21.99,21.35,21.68,21.65,1.72,1.6,-240.85,3.5,2339492400.0,1730729613.0,-0.14,0.05,-10.85,-8.63
2211,600335,国机汽车,6.29,1.29,0.08,66983.0,41945930.0,2.25,6.31,6.17,6.21,6.21,0.9,0.45,17.58,0.82,9408510873.0,9408510873.0,0.16,0.16,0.16,0.96
2212,603328,依顿电子,8.62,1.29,0.11,51357.0,44004879.0,2.12,8.63,8.45,8.51,8.51,0.98,0.51,18.51,2.07,8606575307.0,8606575307.0,0.12,0.23,-16.88,-12.58
2213,002132,恒星科技,3.16,1.28,0.04,130075.0,41015618.0,2.56,3.18,3.1,3.11,3.12,0.61,0.93,195.28,1.26,4428881246.0,4422363613.0,0.0,0.32,18.35,15.33
2214,300189,神农种业,3.97,1.28,0.05,579485.0,227180205.0,4.08,3.99,3.83,3.9,3.92,0.65,6.54,-1042.35,5.82,4065280000.0,3518402869.0,0.0,0.0,10.28,1.02
2215,002028,思源电气,74.53,1.28,0.94,36390.0,273990836.76,3.37,76.83,74.35,75.0,73.59,1.87,0.6,32.47,4.5,57996024962.0,45199479526.0,-0.05,-0.09,-7.62,2.52
2216,688295,中复神鹰,20.56,1.28,0.26,8498.0,17407971.0,3.05,20.7,20.08,20.08,20.3,0.98,0.14,-102.28,4.04,18504000000.0,12368910762.0,-0.05,0.15,16.75,3.16
2217,002668,TCL智家,10.3,1.28,0.13,43209.0,44126091.88,2.65,10.32,10.05,10.07,10.17,0.51,0.4,9.25,4.1,11166347708.0,11166347708.0,0.0,0.0,-19.34,-21.49
2218,688307,中润光学,28.54,1.28,0.36,8170.0,23386524.0,3.48,28.94,27.96,28.01,28.18,0.76,1.4,60.98,2.98,2511520000.0,1659581650.0,0.0,-0.07,9.98,18.92
2219,300254,仟源医药,8.73,1.28,0.11,32690.0,28456753.0,2.2,8.77,8.58,8.69,8.62,0.48,1.45,52.16,8.34,2167821055.0,1964438524.0,-0.11,-0.11,4.8,-0.23
2220,836871,派特尔,15.86,1.28,0.2,5101.0,7991737.27,4.92,16.0,15.23,15.24,15.66,0.77,1.29,87.61,4.6,1225337510.0,627739752.0,0.06,0.06,23.33,42.75
2221,300066,三川智慧,3.96,1.28,0.05,177085.0,69914483.94,3.58,4.0,3.86,3.92,3.91,1.98,1.76,63.13,1.64,4118531718.0,3983404978.0,0.25,0.25,1.8,0.51
2222,002123,梦网科技,13.5,1.28,0.17,363948.0,491298764.91,5.48,13.74,13.01,13.13,13.33,2.01,5.05,728.15,6.13,10872882315.0,9720642843.0,0.0,0.07,21.95,24.88
2223,001379,腾达科技,18.97,1.28,0.24,12815.0,24386862.0,3.36,19.19,18.56,18.56,18.73,1.06,1.9,54.3,2.57,3794000000.0,1276681000.0,-0.11,-0.05,-11.27,-16.98
2224,002484,江海股份,18.16,1.28,0.23,84622.0,153396672.3,2.4,18.28,17.85,17.85,17.93,1.04,1.03,25.4,2.57,15445514769.0,14899776332.0,-0.06,0.17,-31.42,3.3
2225,605266,健之佳,20.5,1.28,0.26,13879.0,28413336.0,2.87,20.68,20.1,20.11,20.24,1.21,0.9,23.62,1.16,3168130024.0,3168130024.0,0.0,0.0,-6.09,-11.14
2226,600829,人民同泰,7.14,1.28,0.09,22348.0,15916248.0,2.13,7.16,7.01,7.05,7.05,0.94,0.39,22.58,1.41,4140404583.0,4140404583.0,-0.14,-0.28,-0.7,-4.8
2227,833533,骏创科技,50.0,1.28,0.63,24165.0,119861848.93,6.83,50.88,47.51,47.51,49.37,0.81,6.5,128.85,13.86,5029128000.0,1857900350.0,0.22,0.2,36.87,123.21
2228,000788,北大医药,5.57,1.27,0.07,46971.0,26055887.09,2.0,5.58,5.47,5.5,5.5,0.83,0.79,18.18,2.13,3319649957.0,3319649957.0,0.0,-0.18,-4.79,-7.17
2229,832802,保丽洁,19.94,1.27,0.25,2835.0,5631708.02,4.32,20.15,19.3,19.68,19.69,0.22,1.67,40.99,2.95,1257881002.0,338958425.0,-0.3,-0.25,31.88,28.31
2230,000985,大庆华科,16.81,1.27,0.21,9463.0,15767513.0,2.71,16.87,16.42,16.42,16.6,1.56,0.73,76.44,3.55,2179239995.0,2179239995.0,-0.12,-0.12,-8.34,-10.11
2231,002774,快意电梯,7.97,1.27,0.1,20706.0,16407152.0,2.29,7.98,7.8,7.82,7.87,0.75,0.73,59.74,2.32,2683402563.0,2245722322.0,-0.13,0.0,7.99,15.01
2232,603188,亚邦股份,3.98,1.27,0.05,70404.0,27854288.0,3.31,4.0,3.87,3.9,3.93,0.67,1.23,-117.99,2.27,2269276600.0,2269276600.0,0.0,0.0,8.74,14.7
2233,601717,郑煤机,15.19,1.27,0.19,278703.0,427233146.0,2.6,15.56,15.17,15.29,15.0,2.6,1.81,6.23,1.21,27120224937.0,23425497439.0,-0.07,0.07,15.34,17.03
2234,688610,埃科光电,34.27,1.27,0.43,1572.0,5364104.0,3.01,34.47,33.45,33.84,33.84,1.01,0.39,67.56,1.59,2330360000.0,1379455505.0,0.12,0.18,-5.62,-1.24
2235,300091,金通灵,2.39,1.27,0.03,168903.0,40028195.0,3.39,2.41,2.33,2.36,2.36,0.79,1.2,-12.21,5.85,3559102471.0,3377766085.0,-0.42,-0.42,16.59,16.59
2236,603367,辰欣药业,13.54,1.27,0.17,20686.0,27924434.0,2.02,13.59,13.32,13.35,13.37,0.85,0.46,10.68,1.01,6130290907.0,6130290907.0,-0.07,-0.07,1.2,-1.46
2237,002905,金逸影视,7.96,1.27,0.1,76048.0,60188027.52,3.18,8.0,7.75,7.77,7.86,1.52,2.18,-33.15,39.68,2995507200.0,2781542400.0,0.13,-0.13,2.45,1.02
2238,300165,ST天瑞,3.18,1.27,0.04,62125.0,19754175.66,3.5,3.23,3.12,3.14,3.14,2.13,1.48,124.54,1.23,1575727286.0,1337292110.0,0.0,0.0,9.28,5.65
2239,000050,深天马Ａ,7.97,1.27,0.1,67758.0,53775013.0,2.16,8.0,7.83,7.83,7.87,0.75,0.28,50.79,0.72,19588248858.0,19588017529.0,-0.25,0.0,-6.78,-11.74
2240,600067,冠城新材,2.4,1.27,0.03,125213.0,29644644.0,3.8,2.4,2.31,2.37,2.37,1.42,0.9,-5.0,0.57,3340004974.0,3340004974.0,0.42,0.42,0.0,-9.43
2241,688358,祥生医疗,27.81,1.27,0.35,7609.0,21184512.0,3.46,28.09,27.14,27.46,27.46,1.77,0.68,18.73,2.13,3118183374.0,3118183374.0,-0.18,-0.07,3.73,13.88
2242,300166,东方国信,9.68,1.26,0.12,148466.0,143033096.86,3.56,9.75,9.41,9.5,9.56,0.9,1.64,-101.08,1.83,11023058841.0,8767926800.0,0.0,0.1,-13.57,2.98
2243,300563,神宇股份,34.53,1.26,0.43,35465.0,123012581.0,2.87,34.98,34.0,34.29,34.1,1.14,2.86,127.22,5.74,6165833083.0,4277414972.0,-0.03,0.09,-40.9,-37.4
2244,300409,道氏技术,13.71,1.26,0.17,99608.0,136146065.68,2.22,13.78,13.48,13.55,13.54,0.48,1.45,61.31,1.36,10724633146.0,9425482992.0,0.07,0.15,2.16,0.73
2245,300412,迦南科技,4.82,1.26,0.06,98653.0,47490335.0,3.57,4.87,4.7,4.7,4.76,1.29,2.11,-121.49,2.29,2399186990.0,2255093134.0,0.0,0.0,-5.3,4.33
2246,603082,北自科技,37.68,1.26,0.47,9907.0,37277503.0,2.58,37.93,36.97,37.1,37.21,0.76,2.44,36.2,3.79,6112733820.0,1528183992.0,-0.03,0.13,-5.09,11.15
2247,600580,卧龙电驱,24.02,1.26,0.3,474497.0,1137967547.0,3.58,24.28,23.43,23.7,23.72,1.14,3.64,39.47,3.12,31288995477.0,31288995477.0,0.08,0.42,13.36,39.73
2248,301031,中熔电气,119.44,1.26,1.49,3795.0,45404923.0,2.95,120.8,117.32,117.32,117.95,0.86,0.8,32.57,6.42,7916175881.0,5693514174.0,0.26,0.44,-3.07,14.82
2249,600906,财达证券,6.43,1.26,0.08,80164.0,51319630.0,2.05,6.45,6.32,6.35,6.35,1.22,0.38,44.16,1.73,20865350000.0,13658830729.0,0.0,0.0,-4.88,-9.44
