序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4264,600171,上海贝岭,34.68,-0.43,-0.15,151195.0,522061225.0,2.5,34.9,34.03,34.7,34.83,0.71,2.13,160.12,5.53,24585460148.0,24585460148.0,-0.03,0.06,-8.01,-12.6
4265,300730,科创信息,11.48,-0.43,-0.05,44725.0,51033012.5,4.08,11.57,11.1,11.35,11.53,1.53,2.27,-26.94,9.75,2768275112.0,2257865185.0,0.0,0.09,-4.09,-5.67
4266,601939,建设银行,9.35,-0.43,-0.04,448291.0,420407350.0,1.49,9.47,9.33,9.38,9.39,1.01,0.47,6.97,0.74,2337602639494.0,89700698616.0,0.0,-0.11,11.18,8.85
4267,600502,安徽建工,4.63,-0.43,-0.02,104097.0,48302802.0,1.29,4.67,4.61,4.65,4.65,0.86,0.61,6.39,0.71,7947552133.0,7947552133.0,0.0,0.0,4.28,-1.49
4268,002444,巨星科技,23.05,-0.43,-0.1,82489.0,188656391.8,1.81,23.08,22.66,23.01,23.15,0.55,0.72,11.95,1.68,27532722095.0,26350031666.0,0.39,0.52,-27.58,-28.75
4269,600971,恒源煤电,7.02,-0.43,-0.03,39285.0,27626368.0,1.13,7.07,6.99,7.05,7.05,0.59,0.33,77.48,0.68,8424034286.0,8424034286.0,0.14,0.0,-19.22,-23.78
4270,688111,金山办公,282.02,-0.43,-1.21,15942.0,451286573.0,2.24,286.34,280.0,282.0,283.23,0.78,0.34,80.98,11.07,130483322608.0,130483322608.0,-0.03,0.12,-7.54,-1.53
4271,688700,东威科技,32.08,-0.43,-0.14,17279.0,55815735.0,3.91,32.98,31.72,31.8,32.22,0.76,0.58,140.73,5.47,9572715629.0,9572715629.0,-0.16,-0.03,23.53,8.89
4272,603619,中曼石油,15.67,-0.44,-0.07,34922.0,54855959.0,1.59,15.83,15.58,15.66,15.74,0.8,0.76,9.98,1.81,7244843684.0,7244843684.0,0.0,0.0,-19.56,-19.06
4273,688399,硕世生物,65.08,-0.44,-0.29,1260.0,8210633.0,2.08,66.0,64.64,65.64,65.37,0.57,0.22,-1842.48,1.13,3688088937.0,3688088937.0,0.22,0.22,2.7,-0.97
4274,000731,四川美丰,6.77,-0.44,-0.03,28896.0,19580845.0,0.74,6.8,6.75,6.79,6.8,0.58,0.52,-77.25,0.91,3783273217.0,3783273217.0,0.0,-0.15,-5.05,-7.77
4275,600750,江中药业,22.82,-0.44,-0.1,40475.0,92289913.0,1.7,23.07,22.68,22.92,22.92,1.23,0.65,12.6,3.46,14354182180.0,14311619548.0,0.0,0.04,3.4,0.53
4276,870204,沪江材料,17.92,-0.44,-0.08,7724.0,13849365.23,3.06,18.1,17.55,17.7,18.0,0.6,1.55,78.46,3.5,1689637322.0,895765929.0,0.28,0.22,1.64,2.75
4277,002155,湖南黄金,22.39,-0.44,-0.1,199015.0,447244042.28,2.0,22.77,22.32,22.66,22.49,0.53,1.66,20.25,3.75,26913663823.0,26911245546.0,0.04,0.09,28.6,42.34
4278,002791,坚朗五金,22.67,-0.44,-0.1,44820.0,101618054.74,2.02,22.92,22.46,22.66,22.77,0.87,2.34,-49.38,1.44,8022573245.0,4336233358.0,0.18,0.0,3.14,-0.31
4279,002658,雪迪龙,6.76,-0.44,-0.03,47057.0,32034569.0,2.5,6.88,6.71,6.75,6.79,1.21,1.31,106.7,1.76,4297743846.0,2424526383.0,0.15,0.3,5.79,5.63
4280,300712,永福股份,22.5,-0.44,-0.1,9087.0,20464214.8,1.95,22.7,22.26,22.53,22.6,1.12,0.49,55.2,3.29,4219785788.0,4198060350.0,0.22,0.22,-7.98,-6.52
4281,601688,华泰证券,15.87,-0.44,-0.07,158385.0,251835553.0,0.63,15.96,15.86,15.93,15.94,0.73,0.22,9.33,0.88,143263287199.0,115761028558.0,-0.06,-0.06,-8.0,-9.78
4282,600267,海正药业,8.87,-0.45,-0.04,46501.0,41405704.0,1.23,8.97,8.86,8.9,8.91,0.6,0.39,13.69,1.25,10633783499.0,10627935951.0,0.0,0.0,4.11,6.87
4283,603557,ST起步,2.22,-0.45,-0.01,37603.0,8442540.0,4.04,2.29,2.2,2.22,2.23,0.86,0.6,-18.56,11.6,1384029891.0,1384029891.0,0.0,0.0,3.26,-11.2
4284,603167,渤海轮渡,8.82,-0.45,-0.04,43877.0,38820558.0,1.24,8.91,8.8,8.85,8.86,0.59,0.94,16.69,1.13,4137854516.0,4137854516.0,0.0,0.0,8.49,2.32
4285,600282,南钢股份,4.38,-0.45,-0.02,212864.0,94196182.0,2.95,4.49,4.36,4.38,4.4,1.3,0.35,11.67,1.04,27003098628.0,27003098628.0,-0.23,-0.23,-0.9,-6.61
4286,688469,芯联集成-U,4.47,-0.45,-0.02,293882.0,131894736.0,1.78,4.54,4.46,4.5,4.49,1.51,0.67,-43.34,2.58,31598810844.0,19649941200.0,0.22,0.0,-4.49,-12.87
4287,000048,京基智农,15.38,-0.45,-0.07,26938.0,41252927.65,1.49,15.46,15.23,15.45,15.45,0.63,0.51,18.2,1.93,8155741005.0,8101564955.0,0.0,0.13,-4.41,-14.56
4288,000636,风华高科,13.15,-0.45,-0.06,46524.0,61296275.0,1.06,13.24,13.1,13.2,13.21,1.29,0.4,58.9,1.23,15214723725.0,15214722738.0,0.0,0.15,-10.3,-8.36
4289,002252,上海莱士,6.66,-0.45,-0.03,218828.0,145849199.22,0.75,6.69,6.64,6.68,6.69,1.06,0.33,19.52,1.36,44208979014.0,44185700816.0,0.0,0.0,-3.62,-7.76
4290,002409,雅克科技,52.55,-0.45,-0.24,24430.0,128981763.03,1.16,53.06,52.45,52.8,52.79,0.75,0.77,28.69,3.47,25009999479.0,16738370355.0,-0.13,0.06,-13.71,-9.32
4291,000776,广发证券,15.35,-0.45,-0.07,100660.0,155026573.0,0.84,15.48,15.35,15.47,15.42,0.98,0.17,12.11,0.96,116749728594.0,90627156924.0,-0.07,-0.13,-2.48,-5.31
4292,600035,楚天高速,4.35,-0.46,-0.02,104205.0,45596219.0,2.06,4.42,4.33,4.37,4.37,1.56,0.65,9.12,0.81,7004004169.0,7004004169.0,0.0,0.0,1.16,-5.43
4293,601825,沪农商行,8.75,-0.46,-0.04,108649.0,95015084.0,1.48,8.81,8.68,8.77,8.79,0.67,0.12,5.92,0.68,84388888894.0,81520106579.0,0.11,0.11,6.58,2.82
4294,831961,创远信科,19.64,-0.46,-0.09,43297.0,85463302.8,2.74,19.98,19.44,19.61,19.73,0.59,4.11,123.96,3.67,2805387577.0,2070818189.0,0.31,0.41,30.5,32.52
4295,603399,永杉锂业,8.63,-0.46,-0.04,72901.0,63142907.0,2.08,8.77,8.59,8.59,8.67,0.98,1.42,174.96,2.51,4447735001.0,4421068301.0,-0.12,-0.12,0.35,-4.11
4296,688488,艾迪药业,10.93,-0.46,-0.05,46689.0,50929650.0,3.01,11.04,10.71,10.77,10.98,0.93,1.11,-35.4,4.64,4599156091.0,4599156091.0,-0.18,-0.18,50.55,39.06
4297,002256,兆新股份,2.15,-0.46,-0.01,103186.0,22259017.0,1.85,2.18,2.14,2.16,2.16,0.84,0.72,442.84,3.77,4202922817.0,3081264592.0,-0.46,-0.46,-2.27,-14.68
4298,300751,迈为股份,68.86,-0.46,-0.32,13542.0,93839924.1,3.86,70.78,68.11,68.3,69.18,1.29,0.71,29.68,2.51,19239828713.0,13226174531.0,0.04,0.12,-27.46,-34.51
4299,688169,石头科技,187.13,-0.46,-0.87,7182.0,134649969.0,1.22,188.88,186.59,188.88,188.0,0.61,0.39,17.49,2.69,34567242685.0,34567242685.0,-0.03,0.05,-17.85,-14.67
4300,000928,中钢国际,6.52,-0.46,-0.03,83417.0,54809650.0,2.29,6.65,6.5,6.55,6.55,0.78,0.58,10.1,1.09,9353882929.0,9353768503.0,0.15,0.0,3.16,2.35
4301,002839,张家港行,4.23,-0.47,-0.02,172940.0,73337978.96,1.18,4.27,4.22,4.24,4.25,1.34,0.71,5.5,0.58,10339579240.0,10333863381.0,-0.24,-0.24,0.24,-3.2
4302,300419,ST浩丰,4.28,-0.47,-0.02,92839.0,39685286.0,2.79,4.32,4.2,4.22,4.3,1.41,2.52,-78.19,3.56,1573986136.0,1573986136.0,0.0,-0.23,-5.73,-1.38
4303,601133,柏诚股份,10.58,-0.47,-0.05,18984.0,20034089.0,2.16,10.65,10.42,10.45,10.63,1.34,1.29,31.55,1.91,5578563787.0,1560550000.0,0.09,0.0,-5.45,-5.7
4304,600963,岳阳林纸,4.28,-0.47,-0.02,126982.0,54159214.0,1.86,4.3,4.22,4.29,4.3,0.41,0.72,40.27,0.95,7557417935.0,7522390415.0,0.0,0.0,-11.57,-15.75
4305,600533,栖霞建设,2.12,-0.47,-0.01,132826.0,28150119.0,2.35,2.15,2.1,2.12,2.13,1.3,1.27,-9.59,0.55,2226000000.0,2226000000.0,0.47,0.47,-3.2,-9.4
4306,003035,南网能源,4.28,-0.47,-0.02,110041.0,47728333.75,2.33,4.38,4.28,4.31,4.3,1.99,0.29,44.37,2.42,16212121208.0,16212121208.0,0.0,-0.23,4.65,2.64
4307,603199,九华旅游,37.86,-0.47,-0.18,21295.0,80429090.0,2.6,38.19,37.2,37.77,38.04,0.65,1.92,15.26,2.78,4190344800.0,4190344800.0,0.08,0.03,9.99,14.48
4308,688396,华润微,46.62,-0.47,-0.22,14253.0,66424802.0,1.07,46.88,46.38,46.56,46.84,1.05,0.11,79.77,2.76,61889420535.0,61889420535.0,-0.04,-0.04,0.43,-1.21
4309,600765,中航重机,14.86,-0.47,-0.07,92499.0,137291712.0,1.07,14.93,14.77,14.86,14.93,1.31,0.63,29.59,1.65,23411813394.0,21854873403.0,0.07,0.13,-20.62,-27.41
4310,000723,美锦能源,4.21,-0.47,-0.02,323771.0,136443428.0,2.6,4.26,4.15,4.19,4.23,1.43,0.74,-12.92,1.36,18538595152.0,18508151085.0,0.0,0.0,1.2,-6.65
4311,002029,七 匹 狼,6.37,-0.47,-0.03,46433.0,29505666.0,1.56,6.4,6.3,6.33,6.4,1.18,0.7,7.51,0.67,4490999931.0,4238635959.0,0.0,0.16,3.58,-2.6
4312,605368,XD蓝天燃,10.38,-0.48,-0.05,35463.0,36947885.0,1.82,10.49,10.3,10.42,10.43,1.86,0.53,14.74,2.29,7417909681.0,6950642812.0,-0.1,-0.19,-0.48,-5.46
4313,000726,鲁  泰Ａ,6.17,-0.48,-0.03,30162.0,18670140.0,1.13,6.22,6.15,6.21,6.2,0.98,0.51,12.29,0.54,5042778082.0,3631880437.0,-0.16,0.0,-1.44,-5.37
4314,002442,龙星科技,6.22,-0.48,-0.03,45681.0,28458240.0,1.44,6.27,6.18,6.25,6.25,1.2,0.94,27.38,1.68,3130522050.0,3038300287.0,-0.16,0.0,11.27,3.49
4315,600227,赤天化,2.09,-0.48,-0.01,113249.0,23716731.0,1.43,2.11,2.08,2.08,2.1,0.39,0.89,-19.17,1.41,3529440862.0,2670183588.0,-0.48,-0.48,-5.0,-13.64
4316,300052,ST中青宝,8.29,-0.48,-0.04,57422.0,47246399.26,2.76,8.33,8.1,8.21,8.33,0.77,2.19,-46.25,5.52,2170808706.0,2170725806.0,-0.12,0.12,-49.23,-50.6
4317,000768,中航西飞,22.96,-0.48,-0.11,78568.0,179769103.99,1.39,23.04,22.72,23.0,23.07,1.05,0.28,62.39,3.04,63855182670.0,63661785677.0,-0.04,0.09,-10.03,-18.7
4318,300724,捷佳伟创,55.15,-0.49,-0.27,40110.0,222371641.81,1.46,55.86,55.05,55.26,55.42,0.9,1.4,6.77,1.63,19176489750.0,15836246889.0,-0.02,0.07,-12.04,-12.75
4319,002001,新 和 成,22.2,-0.49,-0.11,101208.0,223619051.69,1.7,22.29,21.91,22.21,22.31,1.15,0.33,9.07,2.23,68229961296.0,67421664802.0,0.05,0.0,-1.29,1.98
4320,300624,万兴科技,57.17,-0.49,-0.28,47809.0,274688360.05,3.1,58.27,56.49,57.25,57.45,1.21,2.79,-84.21,10.08,11053037643.0,9789402959.0,0.07,0.16,-16.94,-9.47
4321,301168,通灵股份,26.62,-0.49,-0.13,3123.0,8360377.0,1.76,26.97,26.5,26.5,26.75,0.58,0.63,38.25,1.49,3194400000.0,1321762860.0,0.04,0.11,-8.74,-0.78
4322,002490,ST墨龙,4.03,-0.49,-0.02,64546.0,25779601.0,2.22,4.05,3.96,3.96,4.05,0.59,1.19,148.22,6.46,3215329052.0,2182702909.0,0.0,0.25,26.33,44.96
4323,603087,甘李药业,48.49,-0.49,-0.24,78810.0,384009099.0,1.44,49.11,48.41,48.78,48.73,0.83,1.42,23.36,2.58,29145655912.0,26859474510.0,-0.06,-0.08,10.96,9.95
4324,001301,尚太科技,50.6,-0.49,-0.25,20947.0,105880569.99,1.3,50.96,50.3,50.55,50.85,1.14,1.3,13.79,2.04,13200899910.0,8149248910.0,0.16,0.2,-11.01,-26.19
4325,601966,玲珑轮胎,14.19,-0.49,-0.07,139118.0,197194894.0,1.19,14.3,14.13,14.27,14.26,1.09,0.95,15.24,0.94,20767103072.0,20767103072.0,0.07,0.07,-21.95,-21.34
4326,000978,桂林旅游,5.98,-0.5,-0.03,76388.0,45357706.07,2.83,6.01,5.84,5.95,6.01,0.74,2.12,-53.5,2.64,2799417400.0,2153339695.0,-0.17,0.0,0.84,-0.99
4327,601958,金钼股份,9.88,-0.5,-0.05,47807.0,47309015.0,0.81,9.94,9.86,9.92,9.93,0.81,0.15,11.76,1.8,31878851472.0,31878851472.0,0.0,-0.1,-5.9,-1.79
4328,603587,地素时尚,11.99,-0.5,-0.06,20302.0,24052565.0,3.07,11.99,11.62,11.86,12.05,1.27,0.43,17.3,1.53,5716391751.0,5684372516.0,0.08,0.08,0.0,-4.84
4329,002734,利民股份,14.04,-0.5,-0.07,381766.0,536232594.84,4.39,14.36,13.74,13.91,14.11,1.21,10.51,13.16,1.85,5692458176.0,5099525178.0,0.07,0.43,72.06,76.16
4330,003019,宸展光电,28.03,-0.5,-0.14,30821.0,86516327.9,4.4,28.62,27.38,27.79,28.17,0.97,1.83,24.66,3.08,4901085275.0,4727027384.0,0.11,0.25,10.97,9.58
4331,300142,沃森生物,9.94,-0.5,-0.05,82019.0,81803480.08,1.0,10.03,9.93,9.94,9.99,0.91,0.53,1501.89,1.69,15897524498.0,15500537895.0,-0.1,-0.1,-12.35,-17.72
4332,688100,威胜信息,36.01,-0.5,-0.18,5969.0,21544029.0,1.33,36.4,35.92,36.4,36.19,0.8,0.12,31.76,5.6,17705583152.0,17705583152.0,-0.17,-0.08,1.47,0.92
4333,688582,芯动联科,67.36,-0.5,-0.34,31376.0,212886682.0,2.98,68.9,66.88,67.58,67.7,1.16,1.27,152.05,12.33,26984847104.0,16629702080.0,-0.21,-0.07,21.19,34.48
4334,688197,首药控股-U,30.13,-0.5,-0.15,5015.0,15154545.0,2.28,30.59,29.9,30.47,30.28,0.8,0.78,-22.07,5.91,4480913805.0,1928467095.0,-0.23,0.03,2.97,0.97
4335,301277,新天地,11.75,-0.51,-0.06,69076.0,80950637.76,3.39,11.85,11.45,11.71,11.81,0.41,6.84,20.36,3.1,4606921200.0,1186966200.0,-0.25,0.0,22.52,22.52
4336,601818,光大银行,3.87,-0.51,-0.02,650874.0,252997398.0,1.54,3.92,3.86,3.89,3.89,0.97,0.14,4.59,0.47,228661082606.0,179594376221.0,-0.26,-0.26,0.0,2.65
4337,300919,中伟股份,31.46,-0.51,-0.16,21945.0,69592515.4,2.44,32.09,31.32,31.47,31.62,1.01,0.24,23.96,1.46,29480845548.0,28622868019.0,0.16,-0.06,-8.49,-12.9
4338,300936,中英科技,34.93,-0.51,-0.18,8167.0,28386355.0,2.19,35.08,34.31,34.6,35.11,1.41,1.72,4584.39,2.59,2626736000.0,1657787406.0,0.09,0.14,-8.49,-7.59
4339,300350,华鹏飞,5.87,-0.51,-0.03,289000.0,166737229.81,6.27,5.98,5.61,5.77,5.9,0.62,6.13,-167.04,3.61,3299012078.0,2768088998.0,0.17,0.17,13.32,8.7
4340,688183,生益电子,25.49,-0.51,-0.13,119228.0,307170832.0,4.41,26.39,25.26,26.0,25.62,2.11,1.43,26.48,4.69,21203121751.0,21203121751.0,0.2,0.24,-32.6,-35.07
4341,601377,兴业证券,5.8,-0.51,-0.03,169881.0,99012247.0,1.03,5.86,5.8,5.83,5.83,1.0,0.2,24.25,0.91,50088726305.0,50088726305.0,-0.17,-0.17,-4.61,-7.35
4342,002487,大金重工,27.38,-0.51,-0.14,55987.0,152726461.21,2.47,27.58,26.9,27.38,27.52,0.59,0.89,18.9,2.33,17461577176.0,17274596883.0,0.07,0.18,36.35,33.63
4343,002475,立讯精密,30.79,-0.52,-0.16,425478.0,1306088876.64,1.81,30.95,30.39,30.8,30.95,0.63,0.59,18.33,3.1,223147316836.0,222742599836.0,0.03,0.1,-24.85,-24.46
4344,000498,山东路桥,5.76,-0.52,-0.03,78838.0,45627310.0,1.04,5.82,5.76,5.8,5.79,1.56,0.54,9.02,0.59,8991350928.0,8397528077.0,-0.17,0.0,1.59,-3.19
4345,601375,中原证券,3.84,-0.52,-0.02,317331.0,121820176.0,1.3,3.87,3.82,3.86,3.86,2.57,0.92,72.52,1.27,17828677248.0,13238475648.0,0.0,0.26,-5.88,-11.11
4346,601288,农业银行,5.58,-0.53,-0.03,1995929.0,1114907406.0,1.43,5.63,5.55,5.6,5.61,1.04,0.06,6.92,0.75,1952905329011.0,1781382696136.0,-0.18,-0.18,10.71,6.9
4347,601020,华钰矿业,18.69,-0.53,-0.1,499496.0,936267602.0,4.74,19.2,18.31,19.1,18.79,1.98,6.09,83.91,4.5,15325140206.0,15325140206.0,0.54,0.59,33.12,48.1
4348,600908,无锡银行,5.62,-0.53,-0.03,148245.0,83733528.0,1.59,5.7,5.61,5.64,5.65,1.17,0.74,4.99,0.57,12334111126.0,11236137177.0,0.18,0.18,-2.09,-4.91
4349,601985,中国核电,9.34,-0.53,-0.05,774704.0,719433955.0,1.81,9.38,9.21,9.32,9.39,1.82,0.41,15.31,1.71,192105139371.0,176369880658.0,0.0,-0.11,-2.3,-10.45
4350,002338,奥普光电,37.4,-0.53,-0.2,26078.0,97192242.0,1.86,37.57,36.87,37.4,37.6,0.85,1.09,162.45,6.7,8976000000.0,8976000000.0,0.16,0.13,-2.86,-0.85
4351,002111,威海广泰,9.41,-0.53,-0.05,34154.0,32175671.0,1.16,9.47,9.36,9.41,9.46,0.67,0.71,29.86,1.63,5006175152.0,4499777959.0,0.0,0.0,-10.3,-14.61
4352,600219,南山铝业,3.65,-0.54,-0.02,902118.0,332140740.0,2.18,3.72,3.64,3.65,3.67,1.41,0.78,6.22,0.82,42389898595.0,42389898595.0,0.0,0.0,-9.43,-6.65
4353,300138,晨光生物,11.09,-0.54,-0.06,82534.0,91134288.0,2.69,11.18,10.88,11.12,11.15,0.63,2.07,12.23,1.66,5357580031.0,4417294408.0,-0.09,-0.09,32.97,27.18
4354,002287,奇正藏药,23.84,-0.54,-0.13,8362.0,19957682.86,2.59,24.33,23.71,24.21,23.97,0.5,0.16,41.82,3.25,12661093292.0,12634192045.0,0.08,0.08,13.96,12.56
4355,002936,郑州银行,1.85,-0.54,-0.01,676098.0,125411269.75,1.61,1.87,1.84,1.86,1.86,1.88,1.01,8.97,0.38,16820369012.0,12396324123.0,0.0,0.0,-7.04,-11.9
4356,603005,晶方科技,27.68,-0.54,-0.15,121924.0,336009064.0,2.08,27.78,27.2,27.6,27.83,1.29,1.87,69.05,4.16,18052112822.0,18052112822.0,0.07,0.36,-4.39,-2.02
4357,600938,中国海油,25.59,-0.54,-0.14,122375.0,313570875.0,0.86,25.76,25.54,25.6,25.73,0.97,0.41,8.82,1.63,1216291522451.0,76514100000.0,0.04,0.04,-5.99,-13.28
4358,688095,福昕软件,64.58,-0.55,-0.36,13386.0,88343977.0,4.62,67.5,64.5,66.66,64.94,1.53,1.46,-253.09,2.31,5905164460.0,5905164460.0,0.11,-0.06,-18.09,-3.84
4359,603321,梅轮电梯,7.18,-0.55,-0.04,46877.0,33094860.0,5.12,7.23,6.86,7.09,7.22,2.23,1.55,128.62,1.78,2204260000.0,2172057700.0,0.0,0.14,-0.83,2.57
4360,600300,维维股份,3.59,-0.55,-0.02,520255.0,187925102.0,2.49,3.66,3.57,3.61,3.61,0.5,3.22,20.47,1.63,5805540426.0,5805540426.0,0.0,0.0,20.07,11.49
4361,002281,光迅科技,41.96,-0.55,-0.23,55161.0,231698255.7,1.49,42.27,41.64,42.16,42.19,0.56,0.71,55.43,3.59,33299147678.0,32436708971.0,0.0,0.0,-19.18,-19.57
4362,002272,川润股份,8.97,-0.55,-0.05,165248.0,147557306.24,3.99,9.06,8.7,8.83,9.02,0.86,4.27,-38.85,2.93,4349349381.0,3468729032.0,0.11,-0.11,10.06,-8.93
4363,601018,宁波港,3.59,-0.55,-0.02,107317.0,38598704.0,1.11,3.62,3.58,3.61,3.61,1.07,0.07,14.86,0.88,69841254352.0,56748628358.0,0.0,0.28,0.28,-6.75
4364,600132,重庆啤酒,55.89,-0.55,-0.31,20774.0,115803726.0,1.83,56.3,55.27,56.01,56.2,1.52,0.43,24.27,22.82,27049150256.0,27049150256.0,0.02,0.02,2.72,-11.31
4365,600491,龙元建设,3.62,-0.55,-0.02,36514.0,13288545.0,1.1,3.66,3.62,3.64,3.64,0.49,0.24,-13.13,0.53,5537723797.0,5537723797.0,0.0,0.0,-1.9,-3.21
4366,301611,珂玛科技,54.37,-0.55,-0.3,9803.0,53484186.42,1.74,55.2,54.25,54.25,54.67,0.8,1.63,68.05,14.74,23705320000.0,3262200000.0,-0.02,0.06,-7.55,-7.78
4367,600803,新奥股份,19.99,-0.55,-0.11,27872.0,55873903.0,1.24,20.16,19.91,20.07,20.1,0.77,0.1,15.85,2.51,61910781264.0,56382966454.0,-0.25,-0.4,-1.38,-7.8
4368,001255,博菲电气,26.8,-0.56,-0.15,20332.0,54294478.8,2.63,27.01,26.3,26.69,26.95,1.41,10.17,186.32,2.95,2144000000.0,536000000.0,-0.04,0.11,-12.65,-5.6
4369,601658,邮储银行,5.35,-0.56,-0.03,866809.0,465072632.0,1.12,5.4,5.34,5.38,5.38,1.4,0.13,6.13,0.65,530511756803.0,359104814320.0,0.0,0.0,-0.19,-3.25
4370,300277,海联讯,12.36,-0.56,-0.07,41405.0,51205210.94,1.93,12.54,12.3,12.31,12.43,0.51,1.24,-1027.58,8.43,4140600000.0,4135931628.0,0.16,0.16,11.35,9.67
4371,300159,*ST新研,1.77,-0.56,-0.01,209235.0,36849593.84,2.25,1.78,1.74,1.75,1.78,0.89,1.42,-13.91,-8.32,2658479684.0,2605155389.0,0.57,0.57,-8.76,-35.87
4372,600111,北方稀土,23.29,-0.56,-0.13,140173.0,325747121.0,1.37,23.45,23.13,23.45,23.42,0.69,0.39,83.84,3.75,84194883460.0,84194883460.0,0.04,0.0,8.17,9.75
4373,600010,包钢股份,1.77,-0.56,-0.01,1744832.0,307858411.0,1.69,1.78,1.75,1.77,1.78,1.62,0.56,445.69,1.54,80160856246.0,55544012968.0,0.0,0.0,-1.67,-4.84
4374,836961,西磁科技,34.0,-0.56,-0.19,8026.0,27331731.37,2.66,34.49,33.58,33.79,34.19,0.74,2.15,563.39,8.44,2406860000.0,1270559600.0,0.12,0.29,9.85,22.74
4375,001395,亚联机械,47.72,-0.56,-0.27,21311.0,100692814.28,2.67,47.96,46.68,47.5,47.99,0.5,11.05,18.07,3.71,4163092800.0,920538079.0,0.23,0.34,150.1,150.1
4376,300567,精测电子,60.86,-0.57,-0.35,23260.0,141951125.9,1.5,61.6,60.68,60.98,61.21,0.68,1.15,113.21,4.79,17025176021.0,12304890914.0,0.0,0.08,2.7,-5.35
4377,600684,珠江股份,3.49,-0.57,-0.02,80457.0,28091955.0,1.71,3.52,3.46,3.49,3.51,0.35,0.94,191.25,6.47,2978577923.0,2978577923.0,0.0,0.0,9.4,5.76
4378,600113,浙江东日,13.92,-0.57,-0.08,17874.0,24888316.0,1.5,14.04,13.83,13.91,14.0,0.97,0.43,58.12,2.41,5865423907.0,5727121747.0,0.0,-0.14,8.07,0.87
4379,603323,苏农银行,5.25,-0.57,-0.03,266124.0,140030672.0,1.52,5.3,5.22,5.26,5.28,1.99,1.45,5.0,0.54,9633947768.0,9633947768.0,0.0,0.0,-0.94,-0.76
4380,300215,电科院,5.25,-0.57,-0.03,45642.0,23958031.0,1.89,5.28,5.18,5.23,5.28,0.44,0.81,-49.6,2.0,3932744482.0,2951422656.0,0.0,0.0,-9.48,-11.47
4381,601007,金陵饭店,6.95,-0.57,-0.04,119022.0,82762361.0,2.58,7.04,6.86,6.92,6.99,0.45,3.05,81.5,1.73,2710500000.0,2710500000.0,-0.29,-0.14,4.98,-0.86
4382,688192,迪哲医药-U,57.1,-0.57,-0.33,18514.0,106353603.0,2.51,58.1,56.66,56.9,57.43,0.82,0.99,-30.62,13.41,26232476247.0,10661412625.0,-0.21,-0.09,37.23,37.69
4383,600895,张江高科,26.0,-0.57,-0.15,116675.0,302457809.0,1.49,26.11,25.72,25.82,26.15,0.62,0.75,34.19,3.01,40265928300.0,40265928300.0,0.08,0.08,4.21,-2.99
4384,002108,沧州明珠,3.46,-0.57,-0.02,75137.0,26141852.8,1.72,3.51,3.45,3.47,3.48,0.69,0.46,29.83,1.12,5762265482.0,5703338423.0,-0.29,0.0,1.76,-3.62
4385,600215,派斯林,8.74,-0.57,-0.05,84795.0,73730065.0,2.39,8.8,8.59,8.72,8.79,0.76,1.86,35.36,2.02,4046579621.0,3993156371.0,-0.23,0.23,8.98,27.78
4386,688199,久日新材,17.13,-0.58,-0.1,32990.0,56489185.0,3.77,17.4,16.75,16.94,17.23,1.08,2.05,-65.61,1.08,2761822810.0,2761822810.0,0.12,0.12,14.28,13.82
4387,000922,佳电股份,10.25,-0.58,-0.06,68190.0,69571220.4,1.75,10.29,10.11,10.22,10.31,0.68,1.16,32.34,1.58,7125970704.0,6020017218.0,0.1,0.2,-7.74,-9.21
4388,601369,陕鼓动力,8.57,-0.58,-0.05,42938.0,36885751.0,1.04,8.65,8.56,8.6,8.62,0.83,0.25,14.2,1.67,14788383713.0,14495017187.0,0.0,-0.12,7.26,-1.49
4389,600519,贵州茅台,1540.96,-0.58,-9.04,8335.0,1286894735.0,0.81,1552.54,1540.0,1550.0,1550.0,1.02,0.07,22.45,8.3,1935750561888.0,1935750561888.0,0.06,0.04,7.31,1.11
4390,600606,绿地控股,1.71,-0.58,-0.01,317305.0,54556251.0,1.74,1.74,1.71,1.71,1.72,0.73,0.23,-24.31,0.38,24032713317.0,24032713317.0,-0.58,-0.58,-11.4,-18.57
4391,600567,山鹰国际,1.71,-0.58,-0.01,481724.0,82485689.0,2.91,1.74,1.69,1.71,1.72,1.19,0.88,102.42,0.61,9355975263.0,9355975263.0,0.0,0.0,0.59,-12.76
4392,300474,景嘉微,67.96,-0.59,-0.4,24716.0,168157187.0,1.2,68.52,67.7,68.11,68.36,0.68,0.72,-161.88,5.06,35517202395.0,23274566340.0,0.09,0.16,-21.51,-27.31
4393,688789,宏华数科,64.13,-0.59,-0.38,6159.0,39452654.0,2.37,64.99,63.46,64.0,64.51,1.0,0.34,27.77,3.66,11508213921.0,11508213921.0,-0.09,-0.09,-6.37,-3.39
4394,688035,德邦科技,38.81,-0.59,-0.23,10480.0,40765975.0,1.13,39.13,38.69,39.04,39.04,0.82,1.18,50.84,2.37,5520334400.0,3447011910.0,0.03,0.21,1.09,5.61
4395,688247,宣泰医药,9.98,-0.6,-0.06,12879.0,12846504.0,1.29,10.05,9.92,9.98,10.04,0.81,0.9,35.28,3.55,4524333200.0,1420369568.0,-0.1,-0.1,-1.96,-0.8
